product_name,description,category,subcategory
Rega IT Hp Compaq G7030EP G7030ER 6 Cell 6 Cell Laptop Battery,"Rega IT Hp Compaq G7030EP G7030ER 6 Cell 6 Cell Laptop Battery
                         Price: Rs. 1,299
				
			Rega IT Replacement Laptop Battery for Hp Compaq G7030EP G7030ER Laptop Made from highest quality parts each Rega IT replacement Battery confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each Battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct Battery as per you old Battery specification. Please compare your old Battery Power Rating i.e. Volts (V), Capacity (mAh) & Cells.
Rega IT Replacement Laptop Battery for Hp Compaq G7030EP G7030ER Laptop Made from highest quality parts each Rega IT replacement Battery confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each Battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct Battery as per you old Battery specification. Please compare your old Battery Power Rating i.e. Volts (V), Capacity (mAh) & Cells.","[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1015nr 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1015nr 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1007ca 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1007ca 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
ARB HP Pavilion dv2325ea Replacement 6 Cell Laptop Battery,Buy ARB HP Pavilion dv2325ea Replacement 6 Cell Laptop Battery only for Rs. 1499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Rega IT Hp Pavilion DV6-6B06ST DV6-6B06SV 12 Cell 12 Cell Laptop Battery,"Rega IT Hp Pavilion DV6-6B06ST DV6-6B06SV 12 Cell 12 Cell Laptop Battery
                         Price: Rs. 2,499
				
			Rega IT Replacement 12 Cell (Extended) Laptop Battery for Hp Pavilion DV6-6B06ST DV6-6B06SV Laptop Made from highest quality parts each Rega IT replacement Battery confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each Battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct Battery as per you old Battery specification. Please compare your old Battery Power Rating i.e. Volts (V), Capacity (mAh) & Cells.
Rega IT Replacement 12 Cell (Extended) Laptop Battery for Hp Pavilion DV6-6B06ST DV6-6B06SV Laptop Made from highest quality parts each Rega IT replacement Battery confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each Battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct Battery as per you old Battery specification. Please compare your old Battery Power Rating i.e. Volts (V), Capacity (mAh) & Cells.","[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1027tx 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1027tx 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Rega IT Hp Pavilion DV6-6118NR DV6-6118SL 12 Cell 12 Cell Laptop Battery,"Rega IT Hp Pavilion DV6-6118NR DV6-6118SL 12 Cell 12 Cell Laptop Battery
                         Price: Rs. 2,499
				
			Rega IT Replacement 12 Cell (Extended) Laptop Battery for Hp Pavilion DV6-6118NR DV6-6118SL Laptop Made from highest quality parts each Rega IT replacement Battery confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each Battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct Battery as per you old Battery specification. Please compare your old Battery Power Rating i.e. Volts (V), Capacity (mAh) & Cells.
Rega IT Replacement 12 Cell (Extended) Laptop Battery for Hp Pavilion DV6-6118NR DV6-6118SL Laptop Made from highest quality parts each Rega IT replacement Battery confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each Battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct Battery as per you old Battery specification. Please compare your old Battery Power Rating i.e. Volts (V), Capacity (mAh) & Cells.","[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1030el 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1030el 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1014tx 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1014tx 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1020el 6 Cell Laptop Battery,"Lapguard HP Pavilion dv5-1020el 6 Cell Laptop Battery
                         Price: Rs. 1,699
				
			This Lapguard replacement battery is made from high grade cells and highest quality parts. This lapguard brand replacement battery is 100 percent comparable to original battery in all terms including its size, appearance and most important quality. Each lapguard laptop battery has to pass strict quality control procedures including filtration and safety testing of voltage, capacity and battery core (body). Each battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance.
This Lapguard replacement battery is made from high grade cells and highest quality parts. This lapguard brand replacement battery is 100 percent comparable to original battery in all terms including its size, appearance and most important quality. Each lapguard laptop battery has to pass strict quality control procedures including filtration and safety testing of voltage, capacity and battery core (body). Each battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance.","[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1005eg 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1005eg 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1008tx 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1008tx 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1007ef 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1007ef 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1005ef 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1005ef 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1008ca 6 Cell Laptop Battery,"Lapguard HP Pavilion dv5-1008ca 6 Cell Laptop Battery
                         Price: Rs. 1,699
				
			This Lapguard replacement battery is made from high grade cells and highest quality parts. This lapguard brand replacement battery is 100 percent comparable to original battery in all terms including its size, appearance and most important quality. Each lapguard laptop battery has to pass strict quality control procedures including filtration and safety testing of voltage, capacity and battery core (body). Each battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance.
This Lapguard replacement battery is made from high grade cells and highest quality parts. This lapguard brand replacement battery is 100 percent comparable to original battery in all terms including its size, appearance and most important quality. Each lapguard laptop battery has to pass strict quality control procedures including filtration and safety testing of voltage, capacity and battery core (body). Each battery also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance.","[""Computers ",Laptop Battery
Lapguard HP Pavilion dv5-1022tx 6 Cell Laptop Battery,Buy Lapguard HP Pavilion dv5-1022tx 6 Cell Laptop Battery only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Laptop Battery
"Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles","Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles (SF-VC_011) Price: Rs. 269 Requires no external power source, just plugs straight into any USB port. Use the brush and suction tube attachment for general cleaning of air fans, monitor and computer area, or dust on you desktop. Use the keyboard attachment rubber to vacuum the dust and other particles trapped underneath the keyboard keys Press the High power button to increase suction power USB Computer Vacuum Cleaner for Laptop PC Keyboard. Simply connect the PC Vacuum to the USB port of your laptop or computer. It includes two vacuum cleaning attachments - one bristle brush attachment and one flexible plastic tube. It is a handy dusting brush and crevice tool for your computer. It is a very useful device to keep your beloved computers and laptops clean and shining as new.Its operations are simple and easy with high effectiveness.Simply connect the Vacuum to the USB port of your laptop or Computer and go on with the cleaning process.get rid of those dust particles that are stuck between your keys and make them look ancestral.Two Vacuum cleaning attachments are included-one bristle brush attachment and one flexible rubber for computer keyboard tool attachment for easy and efficient cleaning.Two switch levels-slides the switch to the first level to turn on the light, slide the switch to the second level to turn on the vacuum cleaner.The power can be adjusted and Press the ""High Power"" button to increase suction power, for vacuuming heavier dirt and dust easily.Use keyboard attachment rubber to vacuum dust and other particles trapped underneath the keyboard keys, by sliding the squeezable tube between keys.Use the brush & suction tube attachment for general cleaning of air vents (Fan), Monitor and computer areas, or dust on your desktop. Requires NO external power source, as it plugs straight into any USB port. Vacuum Cleaner With Light Powered From USB Port For Computer Keyboard Include Brush. Simple connect the vacuum to the USB port of your laptop or computer. Two Vacuum cleaning attachments included-one bristle brush attachment and one flexible rubber, computer keyboard tool attachment.,Specifications of Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles (SF-VC_011) General Brand Shopfloor.XYZ Designed For Computers, Laptops, Mobiles Model Number SF-VC_011 Model Name Vacuum Cleaner In the Box Sales Package 1 vacuum cleaner","[""Computers ",Cleaner
Saco Karbonn Smart Ta Fone A37 Hd Tablet Wired USB Tablet Keyboard,Buy Saco Karbonn Smart Ta Fone A37 Hd Tablet Wired USB Tablet Keyboard only for Rs. 500 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Keyboard
HP 15-ac116TX (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M19PA),"Buy HP 15-ac116TX (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M19PA) Online For Rs.38890 , Also get HP 15-ac116TX (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10/ 2GB Graph) (N8M19PA) Specifications & Features. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","[""Computers ",Laptop
HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA),"Buy HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA) Online For Rs.35390 , Also get HP 15-ac121tu (Notebook) (Core i3 (5th Gen)/ 4GB/ 1TB/ Win10) (N8M17PA) Specifications & Features. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!","[""Computers ",Laptop
Ophion 3.0 Male to Female 1 Meter USB Cable,"Key Features of Ophion 3.0 Male to Female 1 Meter USB Cable Compatible Devices: Computer Cable Form Factor: Round Cable Length: 1 m Cable Speed: 5000 Mbps,Ophion 3.0 Male to Female 1 Meter USB Cable (Blue) Price: Rs. 329 ""The importance of USB port in today's world is something that requires no explanation as almost all of us are well aware of the uses of this external device. We often this device to transfer vital data from one electronic device to another. If you are looking for an apt USB port that would fittingly serve your purposes, then you can choose the USB 3.0 Super Speed Extension Cable Upto 5Gbps. Features • It comes with a advanced transfer rate of up to 5 Gbps • It also has complete backward compatibility and can be easily used with USB 2.0 devices and computers. • The USB port has been specially designed for full-duplex data transmission. So, if you truly wish to take your computing experience to a new level altogether, then this useful device is a must have for you. From high quality connection rate to the capacity to control the electro-magnetic interference, this USB device is the ultimate solution that will let you enjoy maximum speed with absolute perfection from the very moment you welcome it to your world. You can also choose to shop this USB online, if you want to save your time and energy. This will help you get this product delivered at your doorstep. From the Manufacturer USB 3.0 Super Speed Extension Cable Up to 5 Gbps - 1 Metre. high-speed bandwidth driven applications is a reality today. We all are increasingly consuming massive amounts of live data, content generation and multiple storage devices. At the heart of all this technology driven consumption, lies the connectivity and transfer speeds factor. In order to fuel this lifestyle, you must get the USB 3.0 Super Speed Extension Cable Up to 5 Gbps - 1 Metre. Warranty 1 Year Warranty With Ophion"",Specifications of Ophion 3.0 Male to Female 1 Meter USB Cable (Blue) In The Box Sales Package 1 x 3.0 Extension Cable General Brand Ophion Suitable For Desktop, Laptop Cable Length 1 m Model 3.0 Male to Female 1 Meter Cable Type 5000 Mbps Speed Compatible Devices Computer Type USB Cable Cable Round Part Number B014SHZCQ2 Connector 2 USB 3.0 Female Connector 1 USB 3.0 Male Color Blue","[""Computers ",USB Cable
Tech Gear HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 30M HDMI Cable,"Key Features of Tech Gear HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 30M HDMI Cable Compatible Devices: Computer Cable Form Factor: Round Cable Length: 30 m Cable Speed: 20 Mbps,Specifications of Tech Gear HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 30M HDMI Cable (Black) In The Box Sales Package 1,HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV General Brand Tech Gear Suitable For HDTV, HDMI Cable Type 20 Mbps Speed Model HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 30M Cable Length 30 m Compatible Devices Computer Type HDMI Cable Cable Round Part Number 2160P Connector 2 HDMI 2.0 Cable, HDMI 2.0 Male Connector 1 HDMI 2.0 Male to Male Color Black","[""Computers ",HDMI Cable
Tech Gear HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 20M HDMI Cable,"Key Features of Tech Gear HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 20M HDMI Cable Compatible Devices: Computer Cable Form Factor: Round Cable Length: 20 m Cable Speed: 20 Mbps,Specifications of Tech Gear HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 20M HDMI Cable (Black) In The Box Sales Package 1Pcs,HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 2160P General Brand Tech Gear Suitable For HDTV, HDMI Cable Type 20 Mbps Speed Model HDMI 2.0 CABLE 4K TV BLURAY 3D DVD PS3 HDTV XBOX LCD HD TV 20M Cable Length 20 m Compatible Devices Computer Type HDMI Cable Cable Round Part Number 2160P Connector 2 HDMI 2.0 Male to Male Connector 1 HDMI 2.0 Male to Male Color Black","[""Computers ",HDMI Cable
SHOPRIDER DESGINER MOUSEPAD-556 Mousepad,"Key Features of SHOPRIDER DESGINER MOUSEPAD-556 Mousepad NON SLIP BASE PRINTED MOUSEPAD SHOPRIDER MOUSEPAD Wrist Comfort,SHOPRIDER DESGINER MOUSEPAD-556 Mousepad (Multicolor) Price: Rs. 179 SHOPRIDER bring to you awesome mouse pads which are resistant to sweat, water and dust. Highly recommended for anyone seeking good mouse control including Snipers, strategist, and designers! Great tracking and just enough friction to control your mouse and wrist with best of the class bottom grip makes them a perfect pick to gift your loved ones too!Material: High Quality Rubber Size : 9.7 X 6.5 inches,Specifications of SHOPRIDER DESGINER MOUSEPAD-556 Mousepad (Multicolor) General Specifications Brand SHOPRIDER Material Non-slip Rubber Base, High Quality Cloth Platform PC:MOUSE Color Multicolor Model Id DESGINER MOUSEPAD-556 Dimensions Weight 100 g In the Box Mousepad","[""Computers ",Mousepad
SHOPRIDER DESGINER MOUSEPAD-971 Mousepad,"Key Features of SHOPRIDER DESGINER MOUSEPAD-971 Mousepad NON SLIP BASE PRINTED MOUSEPAD SHOPRIDER MOUSEPAD Wrist Comfort,SHOPRIDER DESGINER MOUSEPAD-971 Mousepad (Multicolor) Price: Rs. 179 SHOPRIDER bring to you awesome mouse pads which are resistant to sweat, water and dust. Highly recommended for anyone seeking good mouse control including Snipers, strategist, and designers! Great tracking and just enough friction to control your mouse and wrist with best of the class bottom grip makes them a perfect pick to gift your loved ones too!Material: High Quality Rubber Size : 9.7 X 6.5 inches,Specifications of SHOPRIDER DESGINER MOUSEPAD-971 Mousepad (Multicolor) General Specifications Brand SHOPRIDER Material Non-slip Rubber Base, High Quality Cloth Platform PC:MOUSE Color Multicolor Model Id DESGINER MOUSEPAD-971 Dimensions Weight 100 g In the Box Mousepad","[""Computers ",Mousepad
Sunlast 16 inch Laptop Backpack,"Key Features of Sunlast 16 inch Laptop Backpack Laptop Backpack with solar panel Comfortable back panel with air-flow design Adjustable sternum strap Large outer elasticated mesh side pocket and a top carry handle Padded and Adjustable shoulder straps Charge your mobile by solar power Mobile power backup option Long life Easy to use,Sunlast 16 inch Laptop Backpack (Yellow) Price: Rs. 2,348 The Sunlast New Laptop Backpack with Solar Panel ensures complete safety to your laptop with its high-quality built and wide range of built-in features. With the inside of this bag featuring a protective padding, you can be rest assured that the laptop inside it will be well cushioned from any accidental damage caused when you bump into any surface. As it is made of nylon, this laptop backpack can withstand abrasions and is long lasting. This Sunlast Backpack comes with a unique solar panel which allows you to charge your mobile phone anywhere anytime. This Sunlast Laptop backpack with solar panel is a great innovation in the field of mobile charging and other similar applications. This solar panel has USB output pins suitable for mobile phones. This is a great solar charger bag available at the best price. The best feature of this bag is its portability and durability. This solar charger is suitable for all smart phones and charging time depends on battery mAh. With this beautiful product, you can charge your phone in an eco-friendly way with no cost to you or the environment. Along with being durable, nylon also ensures that this backpack can survive rugged outdoor use, thus you can confidently wear this bag while you are out camping. This backpack is also water-resistant and keeps your laptop safe in wet and damp conditions. The Sunlast laptop backpack is perfect for your laptop. This backpack features top loading and can accommodate a large size laptop easily. It is a lightweight and comfortable laptop carry bag and comes with padded straps that distribute the weight evenly on your shoulders without stressing your back and shoulders. You can adjust the cushioned straps for a snug-fit. This Sunlast backpack is water resistant and protects your laptop and other accessories from water. It is made to suit all the styles and can be used by both college-goers and office-goers. It offers enough space for you to carry your essentials along with your laptop and its accessories. It features a zippered compartment that is big enough to hold your laptop. It also features one front pocket with an office organiser. You can use it to store the charger, mouse, pen drive, notepad, pen and other essentials. It features two mesh side pockets, where you can keep your water bottle or any other item for quick access. It is spacious enough to store your belongings on a one-day business trip as well. Buy this Sunlast backpack and carry your laptop and other accessories safely and in style.,Specifications of Sunlast 16 inch Laptop Backpack (Yellow) General Brand Sunlast Trolley No Expandable No Type Laptop Backpack Model Name L003 Yellow solar mobile charger Material Nylon Compatible Laptop Size 16 inch Style Code L003 Yellow Closure Type Zip Color Code Yellow Color Yellow Dimensions Exterior Width 350 mm Weight 820 g Exterior Height 450 mm In the Box Laptop Backpack With Solar Panel Body Features Hip Strap No Secret Security Compartment Yes Waterproof Yes Rain Cover No Shoulder Strap Adjustable Number of Compartments 4","[""Computers ",Laptop Backpack
Intel 3.1 GHz LGA 1150 G3240 Processor,"Intel 3.1 GHz LGA 1150 G3240 Processor (SILVER GREEN) Price: Rs. 4,333 Intel® Pentium® Processor G3240 (3M Cache, 3.10 GHz),Specifications of Intel 3.1 GHz LGA 1150 G3240 Processor (SILVER GREEN) In The Box Sales Package INTEL CORE PROCESSOR, INTEL FAN General Speed 3.1 GHz Number of Threads 2 Threads Number of Cores 2 Cores Memory Maximum Memory Size Supported 32 GB Maximum Memory Bandwidth 21.3 GB/s Warranty Covered in Warranty Manufacturing Defects / Dead on Arrival Service Type If There is Any Technical Issue with the Products Kindly Contact the Service Center of the Concerned Brands Warranty Summary 3 Years replacement warranty Not Covered in Warranty Forceful Tampering, Burnt, Mishandling and Physical Damage Graphics Base Frequency 350 MHz Integrated Graphics Yes General Features Brand Intel Turbo Boost No Virtualisation Yes Model ID G3240 Socket Type LGA 1150 Expansion Slots PCIe x4 Slots, Generation 2 PCIe x8 Slots, Generation 2 PCIe x1 Slots, Generation 16","[""Computers ",Processor
Intel 3.2 GHz LGA 1150 3250 Processor,"Specifications of Intel 3.2 GHz LGA 1150 3250 Processor (BLACK) In The Box Sales Package Intel Dual Core Processor Memory Maximum Memory Size Supported 32 GB Memory Type Supported DDR3-1333, DDR3L-1333 @ 1.5V General Speed 3.2 GHz with Maximum Turbo Speed of3.2 GHz Maximum Thermal Design Power  [TDP] 53 W Number of Threads 2 Threads Number of Cores 2 Cores Warranty Covered in Warranty WARRANTY Warranty Summary 3 years Service Type ON SITE Not Covered in Warranty Damage Graphics Base Frequency 350 MHz Integrated Graphics Yes General Features Brand Intel Architecture 64-bit Model ID 3250 Socket Type LGA 1150","[""Computers ",Processor
Mindsutra Software Technologies Jaimini Light,Buy Mindsutra Software Technologies Jaimini Light for Rs.1650 online. Mindsutra Software Technologies Jaimini Light at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",Software
Netgear EX6120 AC1200 Mbps Wi-Fi Range Extender,"Key Features of Netgear EX6120 AC1200 Mbps Wi-Fi Range Extender Frequency: 2.4 - 5 GHz WPA/WPA2-PSK, WEP 1200 Mbps 1 LAN Port,Specifications of Netgear EX6120 AC1200 Mbps Wi-Fi Range Extender (White) Security Encryption WPA/WPA2-PSK, WEP Speed Wireless Speed 1200 Mbps LAN/WAN 10/100 Mbps General Brand Netgear In The Box AC1200 Wi-Fi Range Extender (EX6120), Quick Start Guide Model EX6120 AC1200 Mbps Wi-Fi Range Extender Controls Power On/Off Button, WPS Secure Connection Button Supported Software Microsoft Internet Explorer 8.0, Firefox 20, Safari 5.1, Google Chrome 25.0 Browsers or Higher Type Range Extenders/Repeaters Part Number EX6120 Color White Warranty Warranty Summary 1 Year Hardware Warranty Warranty Type Limited Dimensions Weight 130 g Network Features Frequency 2.4 GHz, 5 GHz Connectivity Number of Antennae 2 Number of LAN ports 1 Antennae External Supported Protocols Standard IEEE IEEE 802.11b/g/n, IEEE 802.11a/n/ac Additional Features Other Features Wi-Fi Technology: IEEE 802.11ac, Wi-Fi Performance: AC1200 (300 Mbps + 900 Mbps), Wi-Fi Band: Dual Band 2.4 and 5 GHz, 1 Ethernet Port with Auto Sensing Technology, Dual Band Wi-Fi upto 1200 Mbps, Supports New IEEE 802.11ac and IEEE 802.11b/g/n Wi-Fi Devices, FastLane Feature Provides High Speed Wi-...View More Wi-Fi Technology: IEEE 802.11ac, Wi-Fi Performance: AC1200 (300 Mbps + 900 Mbps), Wi-Fi Band: Dual Band 2.4 and 5 GHz, 1 Ethernet Port with Auto Sensing Technology, Dual Band Wi-Fi upto 1200 Mbps, Supports New IEEE 802.11ac and IEEE 802.11b/g/n Wi-Fi Devices, FastLane Feature Provides High Speed Wi-Fi on Both Wireless Bands and is Ideal for HD Gaming and Video Streaming, CD Less Setup, Push N Connect Using Wi-Fi Protected Setup, Dimensions: 55.17 x 67.17 x 39 mm","[""Computers ",Router
Canon Toner Cartridge 416 Black,Buy Canon Toner Cartridge 416 Black only for Rs. 4995.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,"[""Computers ",Cartridge
Pindia Apple Macbook Pro 13 13.3 Inch Mb990hn/A & Mb990ll/A USB Yellow Anti-dust Plug,Buy Pindia Apple Macbook Pro 13 13.3 Inch Mb990hn/A & Mb990ll/A USB Yellow Anti-dust Plug for Rs.299 online. Pindia Apple Macbook Pro 13 13.3 Inch Mb990hn/A & Mb990ll/A USB Yellow Anti-dust Plug at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,"[""Computers ",Cleaner
Rega IT Asus U33JC-RX044V U33JC-RX067V 90 90 Adapter,"Rega IT Asus U33JC-RX044V U33JC-RX067V 90 90 Adapter (Power Cord Included)
                         Price: Rs. 699
				
			Rega IT Replacement Laptop AC Power Adapter/Charger for Asus U33JC-RX044V U33JC-RX067V Laptop enables you to operate your notebook or charge the battery from electrical power outlets. If you are running your computer on AC power with a battery installed, the adapter charges the battery (if needed) and maintains its charge. When the system is off, the AC adapter will charge the battery and then maintain its charge. Made from highest quality parts each Rega IT replacement adapter confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct adapter as per you old charger specification. Please compare your old Adapter Power Rating i.e. Volts (V), Amps (A), Watt (W) and Pin / Tip / Connector Size.
Rega IT Replacement Laptop AC Power Adapter/Charger for Asus U33JC-RX044V U33JC-RX067V Laptop enables you to operate your notebook or charge the battery from electrical power outlets. If you are running your computer on AC power with a battery installed, the adapter charges the battery (if needed) and maintains its charge. When the system is off, the AC adapter will charge the battery and then maintain its charge. Made from highest quality parts each Rega IT replacement adapter confirms to specifications similar and guaranteed to meet or exceed your laptop's minimum requirements. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please make sure that you are selecting the correct adapter as per you old charger specification. Please compare your old Adapter Power Rating i.e. Volts (V), Amps (A), Watt (W) and Pin / Tip / Connector Size.","[""Computers ",Adapter
Lapguard Acer Aspire 7535Gzm-82_90 90 Adapter,"Lapguard Acer Aspire 7535Gzm-82_90 90 Adapter (Power Cord Included)
                         Price: Rs. 949
				
			This Lapguard replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each Lapguard replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter .Please make sure that you are selecting the correct adapter as per you old charger specification. Please compare your old Adapter Power Rating i.e. Volts (V), Amps (A), Watt (W) and Pin / Tip / Connector Size.
This Lapguard replacement adapter is designed to provide reliable power and charge to your laptop. Made from highest quality parts each Lapguard replacement adapter conforms to specifications similar to original in its quality. Each adapter also passes necessary authentication certifications like CE, ROHS etc. Before leaving the factory, so you can be rest assured for its quality, durability and performance. Please note that all images are indicative, actual product label may vary. Before place order the adapter .Please make sure that you are selecting the correct adapter as per you old charger specification. Please compare your old Adapter Power Rating i.e. Volts (V), Amps (A), Watt (W) and Pin / Tip / Connector Size.","[""Computers ",Adapter
